date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2016-07-15,Wheat flour - Retail,KG,cereals and tubers,172.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2016-08-15,Wheat flour - Retail,KG,cereals and tubers,150.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2016-09-15,Wheat flour - Retail,KG,cereals and tubers,150.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2016-10-15,Wheat flour - Retail,KG,cereals and tubers,153.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2016-11-15,Wheat flour - Retail,KG,cereals and tubers,164.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2016-12-15,Wheat flour - Retail,KG,cereals and tubers,168.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2017-01-15,Wheat flour - Retail,KG,cereals and tubers,171.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2017-02-15,Wheat flour - Retail,KG,cereals and tubers,170.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2017-03-15,Wheat flour - Retail,KG,cereals and tubers,170.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2017-04-15,Wheat flour - Retail,KG,cereals and tubers,163.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2017-05-15,Wheat flour - Retail,KG,cereals and tubers,165.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2017-06-15,Wheat flour - Retail,KG,cereals and tubers,170.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2017-07-15,Wheat flour - Retail,KG,cereals and tubers,155.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2017-08-15,Wheat flour - Retail,KG,cereals and tubers,150.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2017-09-15,Wheat flour - Retail,KG,cereals and tubers,150.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2017-10-15,Wheat flour - Retail,KG,cereals and tubers,150.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2017-11-15,Wheat flour - Retail,KG,cereals and tubers,157.5,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2017-12-15,Wheat flour - Retail,KG,cereals and tubers,170.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2018-01-15,Wheat flour - Retail,KG,cereals and tubers,200.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2018-02-15,Wheat flour - Retail,KG,cereals and tubers,200.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2018-03-15,Wheat flour - Retail,KG,cereals and tubers,200.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2018-04-15,Wheat flour - Retail,KG,cereals and tubers,220.0,YER,Yemen,Abyan,3407,Zungubar City,1940,58,15,5,1,1940_58_15_5,1
2016-07-15,Rice (imported) - Retail,KG,cereals and tubers,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2016-08-15,Rice (imported) - Retail,KG,cereals and tubers,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2016-09-15,Rice (imported) - Retail,KG,cereals and tubers,375.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2016-10-15,Rice (imported) - Retail,KG,cereals and tubers,363.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2016-11-15,Rice (imported) - Retail,KG,cereals and tubers,368.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2016-12-15,Rice (imported) - Retail,KG,cereals and tubers,385.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-01-15,Rice (imported) - Retail,KG,cereals and tubers,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-02-15,Rice (imported) - Retail,KG,cereals and tubers,413.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-03-15,Rice (imported) - Retail,KG,cereals and tubers,450.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-04-15,Rice (imported) - Retail,KG,cereals and tubers,458.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-05-15,Rice (imported) - Retail,KG,cereals and tubers,479.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-06-15,Rice (imported) - Retail,KG,cereals and tubers,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-07-15,Rice (imported) - Retail,KG,cereals and tubers,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-08-15,Rice (imported) - Retail,KG,cereals and tubers,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-09-15,Rice (imported) - Retail,KG,cereals and tubers,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-10-15,Rice (imported) - Retail,KG,cereals and tubers,512.5,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-11-15,Rice (imported) - Retail,KG,cereals and tubers,575.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2017-12-15,Rice (imported) - Retail,KG,cereals and tubers,600.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2018-01-15,Rice (imported) - Retail,KG,cereals and tubers,650.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2018-02-15,Rice (imported) - Retail,KG,cereals and tubers,650.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2018-03-15,Rice (imported) - Retail,KG,cereals and tubers,656.25,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2018-04-15,Rice (imported) - Retail,KG,cereals and tubers,700.0,YER,Yemen,Abyan,3407,Zungubar City,1940,64,15,5,1,1940_64_15_5,
2016-07-15,Beans (white) - Retail,KG,pulses and nuts,350.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2016-08-15,Beans (white) - Retail,KG,pulses and nuts,350.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2016-09-15,Beans (white) - Retail,KG,pulses and nuts,350.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2016-10-15,Beans (white) - Retail,KG,pulses and nuts,350.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2016-11-15,Beans (white) - Retail,KG,pulses and nuts,350.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2016-12-15,Beans (white) - Retail,KG,pulses and nuts,350.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-01-15,Beans (white) - Retail,KG,pulses and nuts,350.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-02-15,Beans (white) - Retail,KG,pulses and nuts,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-03-15,Beans (white) - Retail,KG,pulses and nuts,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-04-15,Beans (white) - Retail,KG,pulses and nuts,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-05-15,Beans (white) - Retail,KG,pulses and nuts,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-06-15,Beans (white) - Retail,KG,pulses and nuts,400.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-07-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-08-15,Beans (white) - Retail,KG,pulses and nuts,488.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-09-15,Beans (white) - Retail,KG,pulses and nuts,450.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-10-15,Beans (white) - Retail,KG,pulses and nuts,450.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-11-15,Beans (white) - Retail,KG,pulses and nuts,475.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2017-12-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2018-01-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2018-02-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2018-03-15,Beans (white) - Retail,KG,pulses and nuts,500.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2018-04-15,Beans (white) - Retail,KG,pulses and nuts,525.0,YER,Yemen,Abyan,3407,Zungubar City,1940,66,15,5,5,1940_66_15_5,
2016-07-15,Potatoes - Retail,KG,cereals and tubers,263.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2016-08-15,Potatoes - Retail,KG,cereals and tubers,250.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2016-09-15,Potatoes - Retail,KG,cereals and tubers,300.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2016-10-15,Potatoes - Retail,KG,cereals and tubers,313.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2016-11-15,Potatoes - Retail,KG,cereals and tubers,300.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2016-12-15,Potatoes - Retail,KG,cereals and tubers,275.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-01-15,Potatoes - Retail,KG,cereals and tubers,300.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-02-15,Potatoes - Retail,KG,cereals and tubers,238.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-03-15,Potatoes - Retail,KG,cereals and tubers,200.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-04-15,Potatoes - Retail,KG,cereals and tubers,200.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-05-15,Potatoes - Retail,KG,cereals and tubers,200.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-06-15,Potatoes - Retail,KG,cereals and tubers,175.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-07-15,Potatoes - Retail,KG,cereals and tubers,150.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-08-15,Potatoes - Retail,KG,cereals and tubers,163.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-09-15,Potatoes - Retail,KG,cereals and tubers,200.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-10-15,Potatoes - Retail,KG,cereals and tubers,250.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-11-15,Potatoes - Retail,KG,cereals and tubers,262.5,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2017-12-15,Potatoes - Retail,KG,cereals and tubers,237.5,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2018-01-15,Potatoes - Retail,KG,cereals and tubers,275.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2018-02-15,Potatoes - Retail,KG,cereals and tubers,275.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2018-03-15,Potatoes - Retail,KG,cereals and tubers,325.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2018-04-15,Potatoes - Retail,KG,cereals and tubers,300.0,YER,Yemen,Abyan,3407,Zungubar City,1940,83,15,5,1,1940_83_15_5,
2016-07-15,Wheat - Retail,KG,cereals and tubers,143.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2016-08-15,Wheat - Retail,KG,cereals and tubers,150.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2016-09-15,Wheat - Retail,KG,cereals and tubers,150.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2016-10-15,Wheat - Retail,KG,cereals and tubers,150.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2016-11-15,Wheat - Retail,KG,cereals and tubers,152.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2016-12-15,Wheat - Retail,KG,cereals and tubers,150.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2017-01-15,Wheat - Retail,KG,cereals and tubers,150.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2017-02-15,Wheat - Retail,KG,cereals and tubers,150.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2017-03-15,Wheat - Retail,KG,cereals and tubers,148.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2017-04-15,Wheat - Retail,KG,cereals and tubers,140.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2017-05-15,Wheat - Retail,KG,cereals and tubers,145.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2017-06-15,Wheat - Retail,KG,cereals and tubers,150.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2017-07-15,Wheat - Retail,KG,cereals and tubers,135.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2017-08-15,Wheat - Retail,KG,cereals and tubers,130.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2017-09-15,Wheat - Retail,KG,cereals and tubers,130.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2017-10-15,Wheat - Retail,KG,cereals and tubers,130.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2017-11-15,Wheat - Retail,KG,cereals and tubers,140.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2017-12-15,Wheat - Retail,KG,cereals and tubers,140.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2018-01-15,Wheat - Retail,KG,cereals and tubers,150.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2018-02-15,Wheat - Retail,KG,cereals and tubers,150.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2018-03-15,Wheat - Retail,KG,cereals and tubers,150.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2018-04-15,Wheat - Retail,KG,cereals and tubers,200.0,YER,Yemen,Abyan,3407,Zungubar City,1940,84,15,5,1,1940_84_15_5,
2016-07-15,Eggs - Retail,Unit,"meat, fish and eggs",30.0,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2016-08-15,Eggs - Retail,Unit,"meat, fish and eggs",35.0,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2016-09-15,Eggs - Retail,Unit,"meat, fish and eggs",40.0,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2016-10-15,Eggs - Retail,Unit,"meat, fish and eggs",41.0,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2016-11-15,Eggs - Retail,Unit,"meat, fish and eggs",39.0,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2016-12-15,Eggs - Retail,Unit,"meat, fish and eggs",39.0,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2017-01-15,Eggs - Retail,Unit,"meat, fish and eggs",39.0,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2017-02-15,Eggs - Retail,Unit,"meat, fish and eggs",39.0,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2017-03-15,Eggs - Retail,Unit,"meat, fish and eggs",36.0,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2017-04-15,Eggs - Retail,Unit,"meat, fish and eggs",33.0,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2017-05-15,Eggs - Retail,Unit,"meat, fish and eggs",28.0,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2017-06-15,Eggs - Retail,Unit,"meat, fish and eggs",25.0,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2017-07-15,Eggs - Retail,Unit,"meat, fish and eggs",25.0,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2017-08-15,Eggs - Retail,Unit,"meat, fish and eggs",25.0,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2017-09-15,Eggs - Retail,Unit,"meat, fish and eggs",33.0,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2017-10-15,Eggs - Retail,Unit,"meat, fish and eggs",32.5,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2017-11-15,Eggs - Retail,Unit,"meat, fish and eggs",32.5,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2017-12-15,Eggs - Retail,Unit,"meat, fish and eggs",30.0,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2018-01-15,Eggs - Retail,Unit,"meat, fish and eggs",37.5,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2018-02-15,Eggs - Retail,Unit,"meat, fish and eggs",37.5,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2018-03-15,Eggs - Retail,Unit,"meat, fish and eggs",38.75,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2018-04-15,Eggs - Retail,Unit,"meat, fish and eggs",30.0,YER,Yemen,Abyan,3407,Zungubar City,1940,92,15,33,2,1940_92_15_33,
2016-07-15,Oil (vegetable) - Retail,L,oil and fats,385.0,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2016-08-15,Oil (vegetable) - Retail,L,oil and fats,313.0,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2016-09-15,Oil (vegetable) - Retail,L,oil and fats,300.0,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2016-10-15,Oil (vegetable) - Retail,L,oil and fats,300.0,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2016-11-15,Oil (vegetable) - Retail,L,oil and fats,303.0,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2016-12-15,Oil (vegetable) - Retail,L,oil and fats,313.0,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2017-01-15,Oil (vegetable) - Retail,L,oil and fats,348.0,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2017-02-15,Oil (vegetable) - Retail,L,oil and fats,423.0,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2017-03-15,Oil (vegetable) - Retail,L,oil and fats,374.0,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2017-04-15,Oil (vegetable) - Retail,L,oil and fats,360.0,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2017-05-15,Oil (vegetable) - Retail,L,oil and fats,360.0,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2017-06-15,Oil (vegetable) - Retail,L,oil and fats,360.0,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2017-07-15,Oil (vegetable) - Retail,L,oil and fats,350.0,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2017-08-15,Oil (vegetable) - Retail,L,oil and fats,356.0,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2017-09-15,Oil (vegetable) - Retail,L,oil and fats,343.0,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2017-10-15,Oil (vegetable) - Retail,L,oil and fats,350.0,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2017-11-15,Oil (vegetable) - Retail,L,oil and fats,387.5,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2017-12-15,Oil (vegetable) - Retail,L,oil and fats,405.0,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2018-01-15,Oil (vegetable) - Retail,L,oil and fats,442.5,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2018-02-15,Oil (vegetable) - Retail,L,oil and fats,442.5,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2018-03-15,Oil (vegetable) - Retail,L,oil and fats,426.25,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2018-04-15,Oil (vegetable) - Retail,L,oil and fats,445.0,YER,Yemen,Abyan,3407,Zungubar City,1940,96,15,15,6,1940_96_15_15,
2016-07-15,Sugar - Retail,KG,miscellaneous food,256.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2016-08-15,Sugar - Retail,KG,miscellaneous food,250.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2016-09-15,Sugar - Retail,KG,miscellaneous food,250.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2016-10-15,Sugar - Retail,KG,miscellaneous food,250.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2016-11-15,Sugar - Retail,KG,miscellaneous food,255.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2016-12-15,Sugar - Retail,KG,miscellaneous food,265.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2017-01-15,Sugar - Retail,KG,miscellaneous food,270.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2017-02-15,Sugar - Retail,KG,miscellaneous food,263.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2017-03-15,Sugar - Retail,KG,miscellaneous food,250.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2017-04-15,Sugar - Retail,KG,miscellaneous food,253.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2017-05-15,Sugar - Retail,KG,miscellaneous food,253.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2017-06-15,Sugar - Retail,KG,miscellaneous food,250.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2017-07-15,Sugar - Retail,KG,miscellaneous food,250.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2017-08-15,Sugar - Retail,KG,miscellaneous food,250.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2017-09-15,Sugar - Retail,KG,miscellaneous food,235.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2017-10-15,Sugar - Retail,KG,miscellaneous food,235.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2017-11-15,Sugar - Retail,KG,miscellaneous food,257.5,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2017-12-15,Sugar - Retail,KG,miscellaneous food,280.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2018-01-15,Sugar - Retail,KG,miscellaneous food,290.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2018-02-15,Sugar - Retail,KG,miscellaneous food,290.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2018-03-15,Sugar - Retail,KG,miscellaneous food,300.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2018-04-15,Sugar - Retail,KG,miscellaneous food,300.0,YER,Yemen,Abyan,3407,Zungubar City,1940,97,15,5,7,1940_97_15_5,
2016-07-15,Lentils - Retail,KG,pulses and nuts,600.0,YER,Yemen,Abyan,3407,Zungubar City,1940,108,15,5,5,1940_108_15_5,
2016-08-15,Lentils - Retail,KG,pulses and nuts,600.0,YER,Yemen,Abyan,3407,Zungubar City,1940,108,15,5,5,1940_108_15_5,
2016-09-15,Lentils - Retail,KG,pulses and nuts,550.0,YER,Yemen,Abyan,3407,Zungubar City,1940,108,15,5,5,1940_108_15_5,
2016-10-15,Lentils - Retail,KG,pulses and nuts,600.0,YER,Yemen,Abyan,3407,Zungubar City,1940,108,15,5,5,1940_108_15_5,
