date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2018-04-15,Fuel (diesel) - Retail,L,non-food,352.5,YER,Yemen,Aden,3409,Aden City,192,284,15,15,8,192_284_15_15,
2013-03-15,Fuel (petrol-gasoline) - Retail,L,non-food,125.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2013-04-15,Fuel (petrol-gasoline) - Retail,L,non-food,125.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2013-05-15,Fuel (petrol-gasoline) - Retail,L,non-food,125.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2013-06-15,Fuel (petrol-gasoline) - Retail,L,non-food,125.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2013-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,125.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2013-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,125.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2013-10-15,Fuel (petrol-gasoline) - Retail,L,non-food,125.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2013-12-15,Fuel (petrol-gasoline) - Retail,L,non-food,125.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2014-01-15,Fuel (petrol-gasoline) - Retail,L,non-food,125.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2014-02-15,Fuel (petrol-gasoline) - Retail,L,non-food,125.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2014-03-15,Fuel (petrol-gasoline) - Retail,L,non-food,125.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2014-05-15,Fuel (petrol-gasoline) - Retail,L,non-food,125.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2014-06-15,Fuel (petrol-gasoline) - Retail,L,non-food,125.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2014-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,125.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2014-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,200.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2014-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,170.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2014-10-15,Fuel (petrol-gasoline) - Retail,L,non-food,150.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2014-11-15,Fuel (petrol-gasoline) - Retail,L,non-food,150.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2014-12-15,Fuel (petrol-gasoline) - Retail,L,non-food,150.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2015-01-15,Fuel (petrol-gasoline) - Retail,L,non-food,150.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2015-02-15,Fuel (petrol-gasoline) - Retail,L,non-food,150.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2015-03-15,Fuel (petrol-gasoline) - Retail,L,non-food,210.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2015-04-15,Fuel (petrol-gasoline) - Retail,L,non-food,580.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2015-05-15,Fuel (petrol-gasoline) - Retail,L,non-food,1330.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2015-06-15,Fuel (petrol-gasoline) - Retail,L,non-food,1425.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2015-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,887.5,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2015-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,150.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2015-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,350.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2015-10-15,Fuel (petrol-gasoline) - Retail,L,non-food,388.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2015-11-15,Fuel (petrol-gasoline) - Retail,L,non-food,429.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2015-12-15,Fuel (petrol-gasoline) - Retail,L,non-food,150.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2016-01-15,Fuel (petrol-gasoline) - Retail,L,non-food,150.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2016-02-15,Fuel (petrol-gasoline) - Retail,L,non-food,150.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2016-03-15,Fuel (petrol-gasoline) - Retail,L,non-food,150.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2016-04-15,Fuel (petrol-gasoline) - Retail,L,non-food,150.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2016-05-15,Fuel (petrol-gasoline) - Retail,L,non-food,178.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2016-06-15,Fuel (petrol-gasoline) - Retail,L,non-food,223.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2016-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,210.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2016-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,185.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2016-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,185.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2016-10-15,Fuel (petrol-gasoline) - Retail,L,non-food,185.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2016-11-15,Fuel (petrol-gasoline) - Retail,L,non-food,239.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2016-12-15,Fuel (petrol-gasoline) - Retail,L,non-food,225.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2017-01-15,Fuel (petrol-gasoline) - Retail,L,non-food,193.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2017-02-15,Fuel (petrol-gasoline) - Retail,L,non-food,368.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2017-03-15,Fuel (petrol-gasoline) - Retail,L,non-food,421.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2017-04-15,Fuel (petrol-gasoline) - Retail,L,non-food,185.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2017-05-15,Fuel (petrol-gasoline) - Retail,L,non-food,185.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2017-06-15,Fuel (petrol-gasoline) - Retail,L,non-food,185.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2017-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,289.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2017-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,305.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2017-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,318.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2017-10-15,Fuel (petrol-gasoline) - Retail,L,non-food,185.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2017-11-15,Fuel (petrol-gasoline) - Retail,L,non-food,338.75,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2017-12-15,Fuel (petrol-gasoline) - Retail,L,non-food,362.5,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2018-01-15,Fuel (petrol-gasoline) - Retail,L,non-food,290.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2018-02-15,Fuel (petrol-gasoline) - Retail,L,non-food,290.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2018-03-15,Fuel (petrol-gasoline) - Retail,L,non-food,325.0,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2018-04-15,Fuel (petrol-gasoline) - Retail,L,non-food,307.5,YER,Yemen,Aden,3409,Aden City,192,285,15,15,8,192_285_15_15,
2016-07-15,Fuel (gas) - Retail,18 KG,non-food,4500.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2016-08-15,Fuel (gas) - Retail,18 KG,non-food,4000.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2016-09-15,Fuel (gas) - Retail,18 KG,non-food,4000.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2016-10-15,Fuel (gas) - Retail,18 KG,non-food,3500.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2016-11-15,Fuel (gas) - Retail,18 KG,non-food,3000.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2016-12-15,Fuel (gas) - Retail,18 KG,non-food,2875.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2017-01-15,Fuel (gas) - Retail,18 KG,non-food,3000.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2017-02-15,Fuel (gas) - Retail,18 KG,non-food,3000.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2017-03-15,Fuel (gas) - Retail,18 KG,non-food,3000.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2017-04-15,Fuel (gas) - Retail,18 KG,non-food,2700.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2017-05-15,Fuel (gas) - Retail,18 KG,non-food,1800.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2017-06-15,Fuel (gas) - Retail,18 KG,non-food,2500.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2017-07-15,Fuel (gas) - Retail,18 KG,non-food,3575.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2017-08-15,Fuel (gas) - Retail,18 KG,non-food,2925.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2017-09-15,Fuel (gas) - Retail,18 KG,non-food,2750.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2017-10-15,Fuel (gas) - Retail,18 KG,non-food,2500.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2017-11-15,Fuel (gas) - Retail,18 KG,non-food,2875.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2017-12-15,Fuel (gas) - Retail,18 KG,non-food,3625.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2018-01-15,Fuel (gas) - Retail,18 KG,non-food,2500.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2018-02-15,Fuel (gas) - Retail,18 KG,non-food,2500.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2018-03-15,Fuel (gas) - Retail,18 KG,non-food,2500.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2018-04-15,Fuel (gas) - Retail,18 KG,non-food,2500.0,YER,Yemen,Aden,3409,Aden City,192,341,15,76,8,192_341_15_76,
2016-07-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",45000.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2016-08-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",45000.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2016-09-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",53750.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2016-10-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",53000.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2016-11-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",37500.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2016-12-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",35000.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2017-01-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",31250.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2017-02-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",30000.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2017-03-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",25000.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2017-04-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",21250.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2017-05-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",21750.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2017-06-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",27000.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2017-07-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",30000.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2017-08-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",40000.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2017-09-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",43250.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2017-10-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",45000.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2017-11-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",45000.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2017-12-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",45000.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2018-01-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",45000.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2018-02-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",45000.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2018-03-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",45000.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2018-04-15,"Livestock (sheep, two-year-old male) - Retail",Head,"meat, fish and eggs",45000.0,YER,Yemen,Aden,3409,Aden City,192,361,15,61,2,192_361_15_61,
2012-04-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,250.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2012-05-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,260.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2012-06-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,260.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2012-07-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,260.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2012-09-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,200.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2012-10-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,350.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2012-11-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,300.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2012-12-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,300.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2013-01-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,300.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2013-02-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,300.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2013-03-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,250.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2013-04-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,250.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2013-05-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,250.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2013-06-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,250.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2013-08-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,250.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2013-09-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,250.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2013-10-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,250.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2013-12-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,300.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2014-01-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,250.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2014-02-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,250.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2014-03-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,250.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2014-05-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,270.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2014-06-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,277.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2014-07-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,277.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2014-08-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,277.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2014-09-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,280.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2014-10-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,250.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2014-11-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,250.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2014-12-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,250.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2015-01-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,250.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2015-02-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,302.5,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2015-03-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,315.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2015-04-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,350.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2016-07-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,400.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2016-08-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,400.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2016-09-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,400.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2016-10-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,400.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2016-11-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,400.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2016-12-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,325.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2017-01-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,363.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2017-02-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,463.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2017-03-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,500.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2017-04-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,363.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2017-05-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,250.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2017-06-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,250.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2017-07-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,275.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2017-08-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,225.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2017-09-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,238.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2017-10-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,225.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2017-11-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,200.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2017-12-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,200.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2018-01-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,200.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2018-02-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,200.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2018-03-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,200.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2018-04-15,"Peas (yellow, split) - Retail",KG,pulses and nuts,275.0,YER,Yemen,Aden,3409,Aden City,192,424,15,5,5,192_424_15_5,
2016-07-15,Wheat flour - Retail,KG,cereals and tubers,182.0,YER,Yemen,Al Bayda,3410,Al Bayda City,1938,58,15,5,1,1938_58_15_5,1
2016-08-15,Wheat flour - Retail,KG,cereals and tubers,165.0,YER,Yemen,Al Bayda,3410,Al Bayda City,1938,58,15,5,1,1938_58_15_5,1
2016-09-15,Wheat flour - Retail,KG,cereals and tubers,170.0,YER,Yemen,Al Bayda,3410,Al Bayda City,1938,58,15,5,1,1938_58_15_5,1
2016-10-15,Wheat flour - Retail,KG,cereals and tubers,178.0,YER,Yemen,Al Bayda,3410,Al Bayda City,1938,58,15,5,1,1938_58_15_5,1
2016-11-15,Wheat flour - Retail,KG,cereals and tubers,184.0,YER,Yemen,Al Bayda,3410,Al Bayda City,1938,58,15,5,1,1938_58_15_5,1
2016-12-15,Wheat flour - Retail,KG,cereals and tubers,188.0,YER,Yemen,Al Bayda,3410,Al Bayda City,1938,58,15,5,1,1938_58_15_5,1
2017-01-15,Wheat flour - Retail,KG,cereals and tubers,190.0,YER,Yemen,Al Bayda,3410,Al Bayda City,1938,58,15,5,1,1938_58_15_5,1
2017-02-15,Wheat flour - Retail,KG,cereals and tubers,188.0,YER,Yemen,Al Bayda,3410,Al Bayda City,1938,58,15,5,1,1938_58_15_5,1
2017-03-15,Wheat flour - Retail,KG,cereals and tubers,175.0,YER,Yemen,Al Bayda,3410,Al Bayda City,1938,58,15,5,1,1938_58_15_5,1
2017-04-15,Wheat flour - Retail,KG,cereals and tubers,175.0,YER,Yemen,Al Bayda,3410,Al Bayda City,1938,58,15,5,1,1938_58_15_5,1
2017-05-15,Wheat flour - Retail,KG,cereals and tubers,173.0,YER,Yemen,Al Bayda,3410,Al Bayda City,1938,58,15,5,1,1938_58_15_5,1
2017-06-15,Wheat flour - Retail,KG,cereals and tubers,170.0,YER,Yemen,Al Bayda,3410,Al Bayda City,1938,58,15,5,1,1938_58_15_5,1
2017-07-15,Wheat flour - Retail,KG,cereals and tubers,170.0,YER,Yemen,Al Bayda,3410,Al Bayda City,1938,58,15,5,1,1938_58_15_5,1
2017-08-15,Wheat flour - Retail,KG,cereals and tubers,168.0,YER,Yemen,Al Bayda,3410,Al Bayda City,1938,58,15,5,1,1938_58_15_5,1
2017-09-15,Wheat flour - Retail,KG,cereals and tubers,168.0,YER,Yemen,Al Bayda,3410,Al Bayda City,1938,58,15,5,1,1938_58_15_5,1
2017-10-15,Wheat flour - Retail,KG,cereals and tubers,157.5,YER,Yemen,Al Bayda,3410,Al Bayda City,1938,58,15,5,1,1938_58_15_5,1
2017-11-15,Wheat flour - Retail,KG,cereals and tubers,190.0,YER,Yemen,Al Bayda,3410,Al Bayda City,1938,58,15,5,1,1938_58_15_5,1
2017-12-15,Wheat flour - Retail,KG,cereals and tubers,197.5,YER,Yemen,Al Bayda,3410,Al Bayda City,1938,58,15,5,1,1938_58_15_5,1
2018-01-15,Wheat flour - Retail,KG,cereals and tubers,192.5,YER,Yemen,Al Bayda,3410,Al Bayda City,1938,58,15,5,1,1938_58_15_5,1
2018-02-15,Wheat flour - Retail,KG,cereals and tubers,192.5,YER,Yemen,Al Bayda,3410,Al Bayda City,1938,58,15,5,1,1938_58_15_5,1
